时间,成交价,手数,买卖盘性质
09:15:09,4.62,23,中性盘
09:16:48,4.62,22,中性盘
09:16:57,4.62,42,中性盘
09:17:15,4.65,12,中性盘
09:18:09,4.65,74,中性盘
09:18:18,4.65,99,中性盘
09:18:27,4.65,99,中性盘
09:19:03,4.65,199,中性盘
09:19:39,4.65,209,中性盘
09:20:54,4.65,209,中性盘
09:21:48,4.65,230,中性盘
09:21:57,4.65,230,中性盘
09:22:15,4.65,230,中性盘
09:22:33,4.65,230,中性盘
09:23:18,4.65,233,中性盘
09:23:27,4.65,233,中性盘
09:23:36,4.65,233,中性盘
09:23:54,4.64,243,中性盘
09:24:30,4.64,243,中性盘
09:24:39,4.64,243,中性盘
09:24:57,4.62,291,中性盘
09:25:00,4.62,291,买盘
09:30:00,4.62,27,买盘
09:30:03,4.62,1078,买盘
09:30:06,4.62,182,卖盘
09:30:09,4.62,139,卖盘
09:30:12,4.62,199,买盘
09:30:15,4.61,25,卖盘
09:30:18,4.62,293,买盘
09:30:24,4.61,70,卖盘
09:30:27,4.61,223,买盘
09:30:30,4.62,1,卖盘
09:30:33,4.62,6,卖盘
09:30:36,4.62,7,卖盘
09:30:39,4.62,71,卖盘
09:30:42,4.63,312,买盘
09:30:45,4.63,5,卖盘
09:30:51,4.64,432,买盘
09:30:54,4.63,26,卖盘
09:30:57,4.64,76,买盘
09:31:00,4.64,32,卖盘
09:31:03,4.64,96,卖盘
09:31:06,4.64,220,卖盘
09:31:09,4.64,61,买盘
09:31:12,4.64,295,买盘
09:31:15,4.63,1,卖盘
09:31:18,4.63,6,卖盘
09:31:21,4.64,167,买盘
09:31:30,4.65,1,买盘
09:31:36,4.65,15,买盘
09:31:45,4.65,49,买盘
09:31:48,4.65,654,买盘
09:31:51,4.65,10,卖盘
09:31:57,4.65,62,卖盘
09:32:00,4.65,3,卖盘
09:32:03,4.66,116,买盘
09:32:06,4.66,141,买盘
09:32:09,4.66,33,买盘
09:32:12,4.66,2,买盘
09:32:18,4.66,16,买盘
09:32:24,4.65,69,卖盘
09:32:27,4.65,351,卖盘
09:32:30,4.65,1008,买盘
09:32:33,4.65,18,卖盘
09:32:36,4.66,8,买盘
09:32:39,4.66,113,买盘
09:32:42,4.65,24,卖盘
09:32:45,4.66,1,买盘
09:32:48,4.66,129,买盘
09:32:51,4.66,24,买盘
09:32:54,4.67,950,买盘
09:32:57,4.66,496,卖盘
09:33:00,4.66,67,买盘
09:33:03,4.66,99,买盘
09:33:06,4.66,72,买盘
09:33:09,4.66,100,买盘
09:33:12,4.66,51,买盘
09:33:15,4.66,176,买盘
09:33:18,4.66,105,卖盘
09:33:21,4.66,30,卖盘
09:33:24,4.66,116,卖盘
09:33:27,4.67,11,买盘
09:33:30,4.66,176,卖盘
09:33:39,4.66,71,卖盘
09:33:42,4.68,2335,买盘
09:33:45,4.67,2031,卖盘
09:33:51,4.67,50,卖盘
09:33:54,4.68,18,买盘
09:33:57,4.68,21,买盘
09:34:00,4.68,9,买盘
09:34:03,4.67,917,卖盘
09:34:06,4.67,5,买盘
09:34:09,4.67,81,买盘
09:34:12,4.68,78,买盘
09:34:15,4.69,171,买盘
09:34:18,4.68,63,卖盘
09:34:21,4.7,1840,买盘
09:34:24,4.71,574,买盘
09:34:27,4.71,231,卖盘
09:34:30,4.71,519,买盘
09:34:33,4.71,79,买盘
09:34:36,4.71,217,买盘
09:34:39,4.72,24,买盘
09:34:42,4.72,82,买盘
09:34:45,4.72,292,买盘
09:34:48,4.72,186,卖盘
09:34:51,4.71,497,卖盘
09:34:54,4.72,1791,买盘
09:34:57,4.71,24,卖盘
09:35:00,4.72,67,买盘
09:35:03,4.72,91,买盘
09:35:06,4.72,298,买盘
09:35:09,4.72,1414,买盘
09:35:12,4.72,41,买盘
09:35:15,4.72,132,买盘
09:35:21,4.72,580,卖盘
09:35:24,4.72,170,卖盘
09:35:27,4.72,19,卖盘
09:35:30,4.72,134,买盘
09:35:33,4.75,2729,买盘
09:35:36,4.76,852,买盘
09:35:39,4.77,893,买盘
09:35:42,4.75,74,卖盘
09:35:45,4.75,101,卖盘
09:35:48,4.76,61,买盘
09:35:51,4.76,153,买盘
09:35:54,4.76,429,买盘
09:35:57,4.76,199,买盘
09:36:03,4.75,587,买盘
09:36:06,4.75,592,买盘
09:36:09,4.74,209,卖盘
09:36:12,4.74,9695,买盘
09:36:15,4.74,4,买盘
09:36:18,4.73,31,买盘
09:36:21,4.73,72,买盘
09:36:24,4.73,14,买盘
09:36:27,4.72,328,卖盘
09:36:30,4.72,132,卖盘
09:36:33,4.73,215,买盘
09:36:36,4.72,539,卖盘
09:36:39,4.73,97,买盘
09:36:42,4.72,795,卖盘
09:36:45,4.73,10,买盘
09:36:48,4.72,40,卖盘
09:36:51,4.72,65,卖盘
09:36:54,4.73,528,买盘
09:36:57,4.75,2787,买盘
09:37:00,4.8,5029,买盘
09:37:03,4.79,1284,卖盘
09:37:06,4.8,76,买盘
09:37:09,4.8,293,买盘
09:37:12,4.81,609,买盘
09:37:15,4.84,927,买盘
09:37:18,4.84,939,买盘
09:37:21,4.83,1526,卖盘
09:37:24,4.83,296,买盘
09:37:27,4.83,233,买盘
09:37:30,4.84,1011,买盘
09:37:33,4.84,383,买盘
09:37:36,4.84,873,买盘
09:37:39,4.85,634,买盘
09:37:42,4.85,1300,买盘
09:37:45,4.86,124,买盘
09:37:48,4.86,381,买盘
09:37:51,4.86,563,卖盘
09:37:54,4.88,1737,买盘
09:37:57,4.88,1385,买盘
09:38:00,4.9,2320,买盘
09:38:03,4.95,722,买盘
09:38:06,4.92,861,卖盘
09:38:09,4.91,1365,卖盘
09:38:12,4.88,4806,卖盘
09:38:15,4.87,916,卖盘
09:38:18,4.87,2086,卖盘
09:38:21,4.88,771,买盘
09:38:24,4.89,158,买盘
09:38:27,4.88,293,卖盘
09:38:30,4.88,1078,买盘
09:38:33,4.87,768,卖盘
09:38:36,4.87,192,买盘
09:38:39,4.86,497,卖盘
09:38:42,4.87,502,买盘
09:38:45,4.85,354,卖盘
09:38:48,4.85,444,卖盘
09:38:51,4.85,42,买盘
09:38:54,4.84,521,卖盘
09:38:57,4.83,227,卖盘
09:39:00,4.82,158,卖盘
09:39:03,4.82,159,卖盘
09:39:06,4.81,574,卖盘
09:39:09,4.81,27,卖盘
09:39:12,4.81,151,卖盘
09:39:15,4.8,357,卖盘
09:39:18,4.8,120,买盘
09:39:21,4.79,31,卖盘
09:39:24,4.8,57,买盘
09:39:27,4.8,419,买盘
09:39:30,4.79,77,买盘
09:39:33,4.8,238,买盘
09:39:36,4.81,398,买盘
09:39:39,4.8,299,卖盘
09:39:42,4.8,111,卖盘
09:39:45,4.81,365,买盘
09:39:48,4.81,511,买盘
09:39:51,4.81,376,买盘
09:39:54,4.81,270,买盘
09:39:57,4.81,120,买盘
09:40:00,4.8,73,卖盘
09:40:03,4.81,554,买盘
09:40:06,4.8,637,卖盘
09:40:09,4.8,451,卖盘
09:40:12,4.81,426,买盘
09:40:15,4.78,1410,卖盘
09:40:18,4.79,133,买盘
09:40:21,4.79,261,买盘
09:40:24,4.79,21,买盘
09:40:27,4.79,41,买盘
09:40:30,4.79,6,买盘
09:40:33,4.78,412,卖盘
09:40:36,4.78,148,卖盘
09:40:39,4.78,37,卖盘
09:40:42,4.78,240,买盘
09:40:45,4.77,230,卖盘
09:40:48,4.78,21,买盘
09:40:51,4.78,73,买盘
09:40:54,4.76,783,卖盘
09:40:57,4.76,58,买盘
09:41:00,4.76,178,买盘
09:41:03,4.78,10,买盘
09:41:06,4.77,6,买盘
09:41:09,4.77,30,买盘
09:41:12,4.77,172,买盘
09:41:15,4.77,185,买盘
09:41:18,4.77,252,卖盘
09:41:21,4.78,289,买盘
09:41:24,4.77,37,卖盘
09:41:27,4.78,110,买盘
09:41:30,4.78,577,买盘
09:41:33,4.78,122,卖盘
09:41:36,4.78,59,卖盘
09:41:39,4.78,347,卖盘
09:41:42,4.79,200,买盘
09:41:45,4.79,11,卖盘
09:41:48,4.78,812,卖盘
09:41:51,4.78,78,卖盘
09:41:54,4.79,108,买盘
09:41:57,4.79,290,买盘
09:42:00,4.78,130,卖盘
09:42:03,4.79,362,买盘
09:42:06,4.78,135,卖盘
09:42:09,4.78,348,卖盘
09:42:12,4.77,1099,卖盘
09:42:15,4.76,24,卖盘
09:42:18,4.77,76,买盘
09:42:21,4.76,25,卖盘
09:42:24,4.77,42,买盘
09:42:27,4.77,17,买盘
09:42:30,4.76,155,卖盘
09:42:33,4.76,84,卖盘
09:42:36,4.77,620,买盘
09:42:39,4.77,101,买盘
09:42:42,4.77,32,买盘
09:42:45,4.76,1,卖盘
09:42:48,4.78,222,买盘
09:42:51,4.77,159,卖盘
09:42:54,4.77,177,买盘
09:42:57,4.77,25,买盘
09:43:00,4.77,139,买盘
09:43:03,4.77,86,卖盘
09:43:06,4.77,31,卖盘
09:43:12,4.77,354,卖盘
09:43:21,4.77,361,买盘
09:43:24,4.77,11,卖盘
09:43:27,4.78,10,买盘
09:43:30,4.77,22,卖盘
09:43:33,4.77,239,卖盘
09:43:36,4.77,100,买盘
09:43:39,4.77,63,买盘
09:43:42,4.76,1405,卖盘
09:43:45,4.76,128,买盘
09:43:48,4.76,10,买盘
09:43:51,4.76,50,买盘
09:43:54,4.75,321,卖盘
09:43:57,4.75,21,卖盘
09:44:00,4.75,1,卖盘
09:44:03,4.76,10,买盘
09:44:06,4.75,63,卖盘
09:44:09,4.75,41,卖盘
09:44:12,4.75,2,卖盘
09:44:15,4.76,108,买盘
09:44:18,4.76,21,买盘
09:44:21,4.76,362,买盘
09:44:24,4.76,100,买盘
09:44:27,4.75,4,卖盘
09:44:33,4.75,50,卖盘
09:44:36,4.76,296,买盘
09:44:39,4.76,94,卖盘
09:44:42,4.76,30,卖盘
09:44:45,4.76,52,卖盘
09:44:48,4.76,8,卖盘
09:44:51,4.76,107,卖盘
09:44:57,4.76,78,买盘
09:45:00,4.76,114,卖盘
09:45:06,4.76,80,卖盘
09:45:09,4.76,5,卖盘
09:45:12,4.77,33,买盘
09:45:15,4.76,42,卖盘
09:45:18,4.76,5,卖盘
09:45:21,4.76,36,卖盘
09:45:27,4.76,236,卖盘
09:45:30,4.76,609,卖盘
09:45:33,4.76,129,买盘
09:45:36,4.75,12,卖盘
09:45:39,4.76,120,买盘
09:45:42,4.76,38,买盘
09:45:45,4.75,3,卖盘
09:45:48,4.75,407,卖盘
09:45:51,4.76,185,买盘
09:45:54,4.75,102,卖盘
09:45:57,4.76,19,买盘
09:46:00,4.75,18,卖盘
09:46:03,4.76,1,买盘
09:46:06,4.76,305,买盘
09:46:09,4.76,93,买盘
09:46:12,4.75,38,卖盘
09:46:18,4.75,2,卖盘
09:46:21,4.75,302,卖盘
09:46:24,4.75,32,卖盘
09:46:27,4.75,6,卖盘
09:46:30,4.76,1,买盘
09:46:33,4.75,36,卖盘
09:46:36,4.75,33,卖盘
09:46:42,4.76,123,买盘
09:46:45,4.75,2,卖盘
09:46:48,4.76,64,买盘
09:46:51,4.75,15,卖盘
09:46:54,4.76,35,买盘
09:47:00,4.75,42,卖盘
09:47:03,4.76,97,买盘
09:47:06,4.76,86,买盘
09:47:09,4.76,20,买盘
09:47:12,4.76,2,买盘
09:47:15,4.76,13,买盘
09:47:18,4.76,87,买盘
09:47:21,4.76,20,买盘
09:47:24,4.76,1,买盘
09:47:27,4.76,45,买盘
09:47:30,4.76,82,买盘
09:47:33,4.75,157,卖盘
09:47:36,4.76,67,买盘
09:47:39,4.76,129,买盘
09:47:42,4.76,69,买盘
09:47:48,4.76,8,买盘
09:47:51,4.76,250,买盘
09:47:54,4.76,20,买盘
09:47:57,4.76,82,买盘
09:48:00,4.76,239,买盘
09:48:06,4.75,5,卖盘
09:48:15,4.75,2,卖盘
09:48:18,4.76,7,买盘
09:48:21,4.76,4,买盘
09:48:24,4.76,1,买盘
09:48:27,4.75,31,卖盘
09:48:36,4.76,14,买盘
09:48:39,4.75,34,卖盘
09:48:42,4.76,35,买盘
09:48:45,4.76,68,买盘
09:48:48,4.76,117,买盘
09:48:54,4.75,50,卖盘
09:48:57,4.75,9,卖盘
09:49:00,4.76,35,买盘
09:49:03,4.75,2,卖盘
09:49:06,4.75,1072,卖盘
09:49:09,4.75,552,卖盘
09:49:18,4.74,153,卖盘
09:49:21,4.74,63,卖盘
09:49:24,4.74,56,卖盘
09:49:27,4.74,100,卖盘
09:49:30,4.72,1621,卖盘
09:49:33,4.74,14,买盘
09:49:36,4.73,56,卖盘
09:49:42,4.73,13,卖盘
09:49:45,4.73,1,卖盘
09:49:48,4.73,66,卖盘
09:49:51,4.73,25,卖盘
09:49:54,4.73,128,买盘
09:49:57,4.73,34,买盘
09:50:00,4.73,123,买盘
09:50:06,4.73,187,卖盘
09:50:09,4.73,48,买盘
09:50:12,4.73,288,卖盘
09:50:15,4.73,8,卖盘
09:50:18,4.73,478,卖盘
09:50:21,4.73,287,卖盘
09:50:27,4.73,100,卖盘
09:50:33,4.74,38,买盘
09:50:36,4.74,15,买盘
09:50:39,4.74,5,买盘
09:50:42,4.74,130,买盘
09:50:45,4.74,8,买盘
09:50:48,4.73,16,卖盘
09:50:57,4.73,316,卖盘
09:51:00,4.73,50,卖盘
09:51:03,4.74,226,买盘
09:51:06,4.74,7,买盘
09:51:09,4.73,26,卖盘
09:51:12,4.73,10,卖盘
09:51:15,4.74,9,买盘
09:51:24,4.73,49,卖盘
09:51:27,4.73,10,卖盘
09:51:30,4.73,55,卖盘
09:51:36,4.73,61,卖盘
09:51:39,4.73,89,卖盘
09:51:42,4.73,31,卖盘
09:51:51,4.73,206,卖盘
09:51:54,4.73,19,卖盘
09:51:57,4.74,1714,买盘
09:52:00,4.75,83,买盘
09:52:03,4.74,56,卖盘
09:52:06,4.76,330,买盘
09:52:09,4.75,63,卖盘
09:52:12,4.76,33,买盘
09:52:15,4.75,111,卖盘
09:52:21,4.74,200,卖盘
09:52:30,4.74,45,卖盘
09:52:33,4.76,5,买盘
09:52:36,4.76,13,买盘
09:52:42,4.74,105,卖盘
09:52:45,4.76,2,买盘
09:52:51,4.74,15,卖盘
09:53:06,4.74,106,卖盘
09:53:09,4.75,1,买盘
09:53:15,4.76,42,买盘
09:53:18,4.75,16,卖盘
09:53:27,4.75,71,卖盘
09:53:36,4.75,48,卖盘
09:53:39,4.76,400,买盘
09:53:42,4.76,2,卖盘
09:53:45,4.77,497,买盘
09:53:48,4.76,5,卖盘
09:53:54,4.77,9,买盘
09:53:57,4.78,116,买盘
09:54:03,4.78,28,买盘
09:54:06,4.77,63,卖盘
09:54:09,4.77,4,买盘
09:54:12,4.77,1,买盘
09:54:15,4.77,107,买盘
09:54:27,4.77,1,买盘
09:54:30,4.77,112,买盘
09:54:33,4.76,130,卖盘
09:54:36,4.76,57,卖盘
09:54:39,4.76,10,买盘
09:54:42,4.76,2,买盘
09:54:45,4.75,124,卖盘
09:54:48,4.76,66,买盘
09:54:51,4.76,6,卖盘
09:54:54,4.75,44,卖盘
09:55:00,4.76,1,买盘
09:55:03,4.76,131,卖盘
09:55:06,4.76,42,卖盘
09:55:09,4.76,36,卖盘
09:55:12,4.77,309,买盘
09:55:15,4.76,10,卖盘
09:55:18,4.76,57,买盘
09:55:24,4.76,11,卖盘
09:55:30,4.76,3,卖盘
09:55:39,4.76,2,卖盘
09:55:42,4.77,50,买盘
09:55:48,4.77,17,买盘
09:55:51,4.77,19,买盘
09:55:57,4.77,122,买盘
09:56:00,4.77,5,买盘
09:56:03,4.77,26,买盘
09:56:06,4.77,75,买盘
09:56:09,4.77,356,买盘
09:56:12,4.77,1,买盘
09:56:15,4.75,55,卖盘
09:56:18,4.76,6,买盘
09:56:24,4.77,8,买盘
09:56:30,4.77,131,买盘
09:56:39,4.77,40,买盘
09:56:42,4.76,351,卖盘
09:56:45,4.76,4,买盘
09:56:48,4.76,2,买盘
09:56:51,4.76,305,买盘
09:56:54,4.75,13,卖盘
09:56:57,4.76,38,买盘
09:57:06,4.76,880,买盘
09:57:09,4.77,16,买盘
09:57:12,4.77,80,买盘
09:57:15,4.77,6,卖盘
09:57:18,4.78,11,买盘
09:57:24,4.77,102,卖盘
09:57:36,4.78,25,买盘
09:57:42,4.78,4,买盘
09:57:45,4.78,19,买盘
09:57:48,4.77,220,卖盘
09:57:51,4.77,16,买盘
09:57:54,4.77,38,买盘
09:57:57,4.77,154,买盘
09:58:00,4.76,14,卖盘
09:58:03,4.77,64,买盘
09:58:06,4.77,100,买盘
09:58:09,4.77,48,买盘
09:58:12,4.76,1,卖盘
09:58:15,4.77,8,买盘
09:58:18,4.76,124,卖盘
09:58:36,4.78,29,买盘
09:58:48,4.77,11,卖盘
09:58:51,4.77,27,卖盘
09:58:54,4.77,11,卖盘
09:58:57,4.78,438,买盘
09:59:00,4.78,11,卖盘
09:59:03,4.78,13,卖盘
09:59:06,4.79,16,买盘
09:59:12,4.78,1,卖盘
09:59:15,4.78,9,卖盘
09:59:18,4.79,20,买盘
09:59:21,4.79,91,买盘
09:59:24,4.79,349,买盘
09:59:27,4.79,108,买盘
09:59:30,4.79,2,买盘
09:59:33,4.79,129,买盘
09:59:36,4.79,27,买盘
09:59:39,4.79,45,买盘
09:59:42,4.79,10,买盘
09:59:45,4.79,2,买盘
09:59:48,4.78,14,卖盘
09:59:51,4.77,2323,卖盘
09:59:54,4.79,200,买盘
09:59:57,4.78,40,买盘
10:00:00,4.78,8,买盘
10:00:03,4.79,328,买盘
10:00:06,4.81,1038,买盘
10:00:09,4.83,1134,买盘
10:00:12,4.86,144,买盘
10:00:15,4.84,1195,卖盘
10:00:18,4.86,333,买盘
10:00:21,4.86,343,买盘
10:00:24,4.86,452,买盘
10:00:27,4.86,645,买盘
10:00:30,4.86,280,买盘
10:00:33,4.86,409,买盘
10:00:36,4.88,450,买盘
10:00:39,4.88,237,买盘
10:00:42,4.88,172,买盘
10:00:45,4.86,74,卖盘
10:00:48,4.88,1370,买盘
10:00:51,4.86,36,卖盘
10:00:54,4.86,410,卖盘
10:00:57,4.86,257,卖盘
10:01:00,4.86,509,卖盘
10:01:03,4.86,211,卖盘
10:01:06,4.86,277,卖盘
10:01:09,4.87,973,买盘
10:01:12,4.87,145,买盘
10:01:15,4.86,237,买盘
10:01:18,4.88,202,买盘
10:01:21,4.86,937,卖盘
10:01:24,4.88,257,买盘
10:01:27,4.87,185,卖盘
10:01:30,4.87,138,买盘
10:01:33,4.87,13,买盘
10:01:36,4.88,277,买盘
10:01:39,4.86,132,卖盘
10:01:42,4.88,337,买盘
10:01:45,4.86,230,卖盘
10:01:48,4.87,142,买盘
10:01:51,4.87,96,买盘
10:01:54,4.86,11,卖盘
10:01:57,4.87,139,买盘
10:02:00,4.86,23,卖盘
10:02:03,4.86,142,卖盘
10:02:06,4.86,187,卖盘
10:02:09,4.86,164,卖盘
10:02:12,4.86,109,买盘
10:02:15,4.85,13,卖盘
10:02:18,4.85,54,卖盘
10:02:21,4.86,105,买盘
10:02:24,4.85,26,卖盘
10:02:27,4.85,764,卖盘
10:02:30,4.86,84,买盘
10:02:33,4.87,97,买盘
10:02:36,4.86,45,卖盘
10:02:39,4.87,263,买盘
10:02:42,4.86,7,卖盘
10:02:45,4.86,62,买盘
10:02:48,4.86,133,买盘
10:02:57,4.86,370,买盘
10:03:00,4.86,34,卖盘
10:03:03,4.87,111,买盘
10:03:06,4.86,194,卖盘
10:03:09,4.86,23,卖盘
10:03:12,4.85,98,卖盘
10:03:15,4.85,35,卖盘
10:03:18,4.85,39,卖盘
10:03:21,4.86,738,买盘
10:03:24,4.89,3487,买盘
10:03:27,4.9,1484,买盘
10:03:30,4.95,3984,买盘
10:03:33,4.96,898,买盘
10:03:36,4.95,79,买盘
10:03:39,4.95,269,买盘
10:03:42,4.95,276,买盘
10:03:45,4.95,392,买盘
10:03:48,4.94,1173,买盘
10:03:51,4.93,233,买盘
10:03:54,4.93,609,买盘
10:03:57,4.93,53,买盘
10:04:00,4.93,535,买盘
10:04:03,4.9,314,卖盘
10:04:06,4.89,187,卖盘
10:04:09,4.9,359,买盘
10:04:12,4.89,172,卖盘
10:04:15,4.87,278,卖盘
10:04:18,4.88,50,买盘
10:04:21,4.88,214,买盘
10:04:24,4.87,64,卖盘
10:04:27,4.87,10,买盘
10:04:30,4.87,18,买盘
10:04:33,4.87,4,卖盘
10:04:36,4.87,189,卖盘
10:04:39,4.87,324,买盘
10:04:42,4.87,49,买盘
10:04:45,4.86,184,卖盘
10:04:48,4.87,214,买盘
10:04:51,4.87,21,卖盘
10:04:54,4.86,1201,卖盘
10:04:57,4.87,156,买盘
10:05:03,4.87,313,买盘
10:05:06,4.86,273,卖盘
10:05:09,4.85,271,卖盘
10:05:12,4.86,18,买盘
10:05:15,4.85,35,卖盘
10:05:18,4.85,381,卖盘
10:05:21,4.86,103,买盘
10:05:24,4.85,132,卖盘
10:05:27,4.85,202,卖盘
10:05:30,4.84,92,卖盘
10:05:33,4.85,80,买盘
10:05:36,4.85,6,买盘
10:05:39,4.84,237,卖盘
10:05:42,4.85,6,买盘
10:05:45,4.84,59,卖盘
10:05:48,4.84,64,卖盘
10:05:51,4.85,5,买盘
10:05:54,4.84,4,卖盘
10:05:57,4.85,27,买盘
10:06:00,4.84,40,卖盘
10:06:03,4.85,492,买盘
10:06:06,4.85,122,买盘
10:06:09,4.85,58,买盘
10:06:12,4.85,109,买盘
10:06:15,4.85,31,买盘
10:06:18,4.84,306,卖盘
10:06:21,4.85,53,买盘
10:06:24,4.85,10,买盘
10:06:27,4.86,94,买盘
10:06:30,4.85,27,卖盘
10:06:33,4.86,91,买盘
10:06:36,4.86,32,卖盘
10:06:39,4.86,98,卖盘
10:06:42,4.86,55,卖盘
10:06:45,4.86,28,买盘
10:06:48,4.86,463,买盘
10:06:51,4.86,53,卖盘
10:06:54,4.86,48,卖盘
10:06:57,4.87,104,买盘
10:07:00,4.86,115,卖盘
10:07:03,4.86,36,卖盘
10:07:06,4.86,215,卖盘
10:07:09,4.86,23,卖盘
10:07:12,4.87,6,买盘
10:07:15,4.86,10,卖盘
10:07:18,4.86,58,卖盘
10:07:21,4.86,107,卖盘
10:07:24,4.87,89,买盘
10:07:27,4.86,9,卖盘
10:07:30,4.86,2,卖盘
10:07:33,4.87,1,买盘
10:07:36,4.86,32,卖盘
10:07:39,4.86,115,卖盘
10:07:42,4.85,54,卖盘
10:07:51,4.86,20,买盘
10:07:54,4.86,28,买盘
10:07:57,4.86,2,买盘
10:08:00,4.85,11,卖盘
10:08:03,4.85,1,卖盘
10:08:06,4.85,20,卖盘
10:08:09,4.85,16,卖盘
10:08:12,4.86,36,买盘
10:08:15,4.85,3,卖盘
10:08:24,4.85,200,卖盘
10:08:27,4.85,53,卖盘
10:08:30,4.86,2,买盘
10:08:36,4.84,598,卖盘
10:08:45,4.85,12,买盘
10:08:48,4.84,15,卖盘
10:08:51,4.85,267,买盘
10:08:57,4.85,9,卖盘
10:09:00,4.85,25,卖盘
10:09:03,4.85,93,卖盘
10:09:06,4.85,5,卖盘
10:09:09,4.85,16,卖盘
10:09:12,4.85,22,卖盘
10:09:15,4.86,70,买盘
10:09:18,4.86,232,买盘
10:09:21,4.85,81,卖盘
10:09:24,4.85,39,卖盘
10:09:27,4.85,58,买盘
10:09:30,4.84,306,卖盘
10:09:39,4.85,17,买盘
10:09:42,4.85,17,买盘
10:09:45,4.85,4,买盘
10:09:48,4.85,27,买盘
10:09:51,4.85,47,卖盘
10:09:54,4.84,173,卖盘
10:09:57,4.85,50,买盘
10:10:00,4.84,20,卖盘
