时间,成交价,手数,买卖盘性质
13:05:36,4.85,89,卖盘
13:05:39,4.85,245,卖盘
13:05:42,4.85,38,卖盘
13:05:45,4.85,25,卖盘
13:05:51,4.85,3,卖盘
13:05:54,4.85,3,卖盘
13:05:57,4.85,14,卖盘
13:06:03,4.85,442,卖盘
13:06:06,4.85,147,卖盘
13:06:09,4.85,50,买盘
13:06:12,4.84,5,卖盘
13:06:15,4.85,3,买盘
13:06:18,4.84,148,卖盘
13:06:21,4.84,151,卖盘
13:06:24,4.85,21,买盘
13:06:30,4.85,2,买盘
13:06:33,4.85,10,买盘
13:06:36,4.84,3,卖盘
13:06:39,4.84,9,卖盘
13:06:57,4.85,193,买盘
13:07:06,4.85,2,买盘
13:07:24,4.85,73,买盘
13:07:27,4.85,103,买盘
13:07:30,4.85,1,买盘
13:07:33,4.85,100,买盘
13:07:39,4.85,2,买盘
13:07:42,4.85,47,买盘
13:07:45,4.85,15,买盘
13:07:57,4.84,6,卖盘
13:08:00,4.85,10,买盘
13:08:03,4.85,5,买盘
13:08:06,4.85,53,买盘
13:08:09,4.85,1,买盘
13:08:12,4.85,34,买盘
13:08:15,4.85,130,买盘
13:08:18,4.85,121,买盘
13:08:21,4.84,18,卖盘
13:08:24,4.85,170,买盘
13:08:27,4.85,70,买盘
13:08:30,4.85,97,买盘
13:08:33,4.85,25,买盘
13:08:36,4.85,33,买盘
13:08:39,4.85,126,买盘
13:08:51,4.86,501,买盘
13:08:54,4.86,82,卖盘
13:09:06,4.86,23,卖盘
13:09:15,4.87,49,买盘
13:09:18,4.87,3,买盘
13:09:21,4.87,129,卖盘
13:09:24,4.87,3,卖盘
13:09:27,4.88,42,买盘
13:09:30,4.88,12,买盘
13:09:33,4.87,120,卖盘
13:09:36,4.87,2,买盘
13:09:39,4.87,2,买盘
13:09:42,4.87,60,买盘
13:09:51,4.87,21,买盘
13:09:54,4.87,46,买盘
13:10:00,4.87,20,买盘
13:10:03,4.87,20,买盘
13:10:09,4.87,10,买盘
13:10:15,4.87,1,买盘
13:10:18,4.87,349,买盘
13:10:24,4.86,4,卖盘
13:10:27,4.87,346,买盘
13:10:30,4.87,73,买盘
13:10:33,4.86,20,卖盘
13:10:36,4.86,16,卖盘
13:10:39,4.86,21,卖盘
13:10:45,4.87,3,买盘
13:10:51,4.87,4,买盘
13:11:00,4.87,20,买盘
13:11:03,4.87,7,买盘
13:11:12,4.87,10,买盘
13:11:15,4.87,38,买盘
13:11:21,4.86,10,卖盘
13:11:36,4.87,343,买盘
13:11:39,4.87,110,买盘
13:11:42,4.87,5,买盘
13:11:45,4.87,6,买盘
13:11:48,4.86,86,卖盘
13:11:51,4.87,67,买盘
13:11:54,4.87,25,买盘
13:12:00,4.87,53,买盘
13:12:03,4.87,68,买盘
13:12:06,4.87,18,卖盘
13:12:09,4.88,16,买盘
13:12:12,4.88,16,买盘
13:12:15,4.88,41,买盘
13:12:18,4.88,1,买盘
13:12:21,4.88,83,买盘
13:12:24,4.88,103,买盘
13:12:33,4.88,41,买盘
13:12:36,4.87,184,卖盘
13:12:39,4.88,60,买盘
13:12:45,4.87,176,卖盘
13:12:51,4.87,6,买盘
13:12:57,4.87,40,买盘
13:13:00,4.87,7,买盘
13:13:03,4.86,302,卖盘
13:13:06,4.87,11,买盘
13:13:09,4.87,101,买盘
13:13:21,4.87,13,买盘
13:13:30,4.87,211,买盘
13:13:33,4.87,19,买盘
13:13:36,4.87,9,买盘
13:13:39,4.87,2,买盘
13:13:42,4.87,50,买盘
13:13:51,4.87,96,买盘
13:13:54,4.87,77,买盘
13:14:03,4.87,11,买盘
13:14:09,4.86,80,卖盘
13:14:12,4.87,3,买盘
13:14:15,4.87,103,买盘
13:14:18,4.87,26,买盘
13:14:21,4.87,3,买盘
13:14:45,4.87,24,买盘
13:14:48,4.87,5,买盘
13:14:51,4.87,17,买盘
13:15:00,4.86,8,卖盘
13:15:03,4.86,28,卖盘
13:15:06,4.86,6,卖盘
13:15:09,4.87,200,买盘
13:15:12,4.86,104,卖盘
13:15:15,4.86,1145,卖盘
13:15:18,4.86,682,卖盘
13:15:21,4.86,3,买盘
13:15:24,4.85,41,卖盘
13:15:27,4.85,37,卖盘
13:15:30,4.85,141,卖盘
13:15:33,4.85,59,卖盘
13:15:36,4.85,362,卖盘
13:15:48,4.85,24,买盘
13:15:51,4.85,10,买盘
13:15:57,4.84,23,卖盘
13:16:00,4.84,282,卖盘
13:16:18,4.85,30,买盘
13:16:21,4.85,60,买盘
13:16:30,4.85,10,买盘
13:16:36,4.84,13,卖盘
13:16:39,4.85,5,买盘
13:16:48,4.85,5,买盘
13:16:54,4.84,10,卖盘
13:17:03,4.84,1,卖盘
13:17:09,4.84,205,卖盘
13:17:12,4.85,1,买盘
13:17:18,4.84,2,卖盘
13:17:21,4.84,35,卖盘
13:17:24,4.84,18,卖盘
13:17:36,4.85,11,买盘
13:17:42,4.84,68,卖盘
13:17:45,4.84,24,卖盘
13:17:48,4.84,589,卖盘
13:17:51,4.84,50,卖盘
13:17:54,4.83,2381,卖盘
13:17:57,4.83,184,卖盘
13:18:00,4.82,248,卖盘
13:18:03,4.83,4,买盘
13:18:06,4.82,67,卖盘
13:18:12,4.83,2,买盘
13:18:15,4.8,6572,卖盘
13:18:18,4.81,19,买盘
13:18:21,4.8,11,卖盘
13:18:24,4.8,220,卖盘
13:18:27,4.8,6,买盘
13:18:33,4.81,6,买盘
13:18:39,4.81,51,买盘
13:18:45,4.79,1005,卖盘
13:18:48,4.8,63,买盘
13:18:54,4.79,90,卖盘
13:18:57,4.79,10,卖盘
13:19:03,4.8,35,买盘
13:19:06,4.8,41,买盘
13:19:09,4.8,74,买盘
13:19:12,4.8,24,买盘
13:19:15,4.8,53,买盘
13:19:18,4.8,50,买盘
13:19:21,4.8,32,买盘
13:19:27,4.8,424,买盘
13:19:30,4.8,131,买盘
13:19:33,4.8,92,买盘
13:19:36,4.8,62,买盘
13:19:39,4.8,21,买盘
13:19:42,4.8,10,卖盘
13:19:48,4.81,40,买盘
13:19:51,4.81,70,买盘
13:19:54,4.81,12,买盘
13:19:57,4.81,37,买盘
13:20:00,4.81,66,买盘
13:20:03,4.81,69,买盘
13:20:06,4.81,63,买盘
13:20:09,4.81,18,买盘
13:20:12,4.82,53,买盘
13:20:18,4.82,109,买盘
13:20:21,4.82,7,卖盘
13:20:24,4.82,8,买盘
13:20:27,4.82,3,买盘
13:20:30,4.82,31,买盘
13:20:33,4.81,24,卖盘
13:20:36,4.81,399,卖盘
13:20:39,4.81,36,卖盘
13:20:42,4.81,100,卖盘
13:20:45,4.81,12,卖盘
13:20:48,4.81,2,卖盘
13:20:54,4.81,4,卖盘
13:20:57,4.81,4,卖盘
13:21:00,4.81,3,卖盘
13:21:03,4.81,1,卖盘
13:21:06,4.81,3,卖盘
13:21:09,4.81,3,卖盘
13:21:12,4.81,16,卖盘
13:21:15,4.81,25,卖盘
13:21:24,4.82,3,买盘
13:21:30,4.81,3,卖盘
13:21:33,4.82,6,买盘
13:21:39,4.82,43,买盘
13:21:45,4.82,61,买盘
13:21:51,4.82,2,买盘
13:21:57,4.82,3,买盘
13:22:03,4.82,48,买盘
13:22:06,4.81,183,卖盘
13:22:09,4.81,140,卖盘
13:22:12,4.81,35,卖盘
13:22:15,4.81,126,卖盘
13:22:18,4.81,55,卖盘
13:22:24,4.81,322,卖盘
13:22:27,4.8,107,卖盘
13:22:33,4.8,4,卖盘
13:22:36,4.81,14,买盘
13:22:39,4.8,12,卖盘
13:22:42,4.81,10,买盘
13:22:45,4.8,1,卖盘
13:22:51,4.8,185,卖盘
13:22:54,4.8,12,卖盘
13:23:03,4.8,75,卖盘
13:23:06,4.81,16,买盘
13:23:12,4.8,10,卖盘
13:23:18,4.81,3,买盘
13:23:21,4.81,4,买盘
13:23:27,4.81,2,买盘
13:23:30,4.81,3,买盘
13:23:36,4.81,278,买盘
13:23:39,4.81,1,买盘
13:23:42,4.81,8,买盘
13:23:45,4.81,10,买盘
13:23:48,4.8,22,卖盘
13:23:51,4.81,12,买盘
13:23:54,4.8,11,卖盘
13:23:57,4.81,995,买盘
13:24:03,4.81,11,买盘
13:24:06,4.81,2,买盘
13:24:09,4.81,94,买盘
13:24:12,4.81,96,买盘
13:24:15,4.81,64,买盘
13:24:30,4.81,3,卖盘
13:24:42,4.81,10,卖盘
13:24:45,4.82,1,买盘
13:24:57,4.82,56,买盘
13:25:00,4.82,11,买盘
13:25:06,4.82,5,买盘
13:25:15,4.82,3,买盘
13:25:18,4.82,9,买盘
13:25:21,4.81,22,卖盘
13:25:27,4.82,30,买盘
13:25:33,4.82,10,买盘
13:25:36,4.82,69,买盘
13:25:39,4.82,83,卖盘
13:25:42,4.82,70,卖盘
13:25:45,4.81,40,卖盘
13:26:00,4.81,2,卖盘
13:26:03,4.81,2,卖盘
13:26:06,4.82,183,买盘
13:26:18,4.82,4,买盘
13:26:21,4.81,125,卖盘
13:26:24,4.81,347,卖盘
13:26:27,4.81,122,卖盘
13:26:36,4.81,140,买盘
13:26:39,4.8,1,卖盘
13:26:42,4.81,10,买盘
13:26:48,4.8,7,卖盘
13:26:51,4.81,21,买盘
13:26:54,4.81,10,买盘
13:26:57,4.81,10,买盘
13:27:15,4.81,10,买盘
13:27:27,4.8,20,卖盘
13:27:48,4.81,5,买盘
13:27:51,4.8,13,卖盘
13:27:54,4.81,36,买盘
13:28:00,4.8,1,卖盘
13:28:03,4.81,1,买盘
13:28:09,4.81,10,买盘
13:28:12,4.81,1,买盘
13:28:15,4.8,5,卖盘
13:28:18,4.81,10,买盘
13:28:21,4.8,54,卖盘
13:28:36,4.8,78,卖盘
13:28:39,4.8,104,卖盘
13:28:42,4.8,48,卖盘
13:28:45,4.81,97,买盘
13:28:48,4.81,35,卖盘
13:28:51,4.81,1,卖盘
13:29:03,4.81,23,卖盘
13:29:06,4.82,16,买盘
13:29:21,4.82,5,买盘
13:29:36,4.81,25,卖盘
13:29:45,4.81,10,卖盘
13:29:48,4.81,11,卖盘
13:29:51,4.81,2,卖盘
13:29:54,4.82,26,买盘
13:30:00,4.81,49,卖盘
13:30:03,4.82,118,买盘
13:30:06,4.81,1,卖盘
13:30:09,4.81,7,卖盘
13:30:18,4.81,301,卖盘
13:30:21,4.81,105,卖盘
13:30:24,4.81,21,卖盘
13:30:27,4.81,294,卖盘
13:30:30,4.81,304,卖盘
13:30:33,4.82,10,买盘
13:30:39,4.81,16,卖盘
13:30:42,4.81,192,卖盘
13:30:45,4.81,6,卖盘
13:30:48,4.81,1,卖盘
13:30:57,4.82,21,买盘
13:31:00,4.81,1,卖盘
13:31:03,4.81,3,卖盘
13:31:06,4.81,9,卖盘
13:31:09,4.81,27,卖盘
13:31:12,4.81,3,卖盘
13:31:15,4.81,1,卖盘
13:31:18,4.81,652,卖盘
13:31:21,4.81,92,卖盘
13:31:24,4.81,34,买盘
13:31:27,4.81,63,买盘
13:31:30,4.81,1,买盘
13:31:39,4.8,223,卖盘
13:31:45,4.81,1,买盘
13:31:51,4.8,1,卖盘
13:32:12,4.8,5,卖盘
13:32:18,4.81,1,买盘
13:32:24,4.8,2,卖盘
13:32:30,4.81,22,买盘
13:32:36,4.81,4,买盘
13:32:45,4.8,106,卖盘
13:33:03,4.81,130,买盘
13:33:12,4.81,5,买盘
13:33:15,4.8,15,卖盘
13:33:18,4.8,5,卖盘
13:33:21,4.81,212,买盘
13:33:24,4.8,254,卖盘
13:33:27,4.8,20,卖盘
13:33:30,4.81,83,买盘
13:33:33,4.8,14,卖盘
13:33:36,4.81,65,买盘
13:33:39,4.8,162,卖盘
13:33:42,4.8,339,卖盘
13:33:45,4.8,242,卖盘
13:33:48,4.8,349,卖盘
13:33:51,4.8,290,卖盘
13:33:54,4.8,1062,卖盘
13:33:57,4.8,69,卖盘
13:34:00,4.8,3,买盘
13:34:03,4.79,28,卖盘
13:34:06,4.8,107,买盘
13:34:09,4.79,464,卖盘
13:34:12,4.79,9,卖盘
13:34:15,4.79,6,卖盘
13:34:18,4.8,5,买盘
13:34:21,4.79,5,卖盘
13:34:27,4.8,9,买盘
13:34:30,4.79,4,卖盘
13:34:36,4.8,50,买盘
13:34:39,4.79,50,卖盘
13:34:45,4.79,20,卖盘
13:34:48,4.8,302,买盘
13:34:51,4.8,6,买盘
13:35:00,4.8,1,买盘
13:35:06,4.79,109,卖盘
13:35:15,4.8,80,买盘
13:35:18,4.79,870,卖盘
13:35:21,4.8,77,买盘
13:35:24,4.79,7,卖盘
13:35:27,4.79,24,卖盘
13:35:30,4.79,128,卖盘
13:35:33,4.79,78,卖盘
13:35:36,4.79,155,卖盘
13:35:39,4.79,171,卖盘
13:35:45,4.79,1,卖盘
13:35:51,4.8,1,买盘
13:36:03,4.8,5,买盘
13:36:09,4.79,1,卖盘
13:36:18,4.8,111,买盘
13:36:21,4.8,17,买盘
13:36:27,4.8,10,买盘
13:36:36,4.8,18,买盘
13:36:39,4.8,2,买盘
13:36:42,4.8,82,买盘
13:36:54,4.79,10,卖盘
13:37:03,4.79,14,卖盘
13:37:15,4.8,12,买盘
13:37:21,4.79,2,卖盘
13:37:27,4.79,2,卖盘
13:37:36,4.8,10,买盘
13:37:39,4.79,177,卖盘
13:37:42,4.79,5,卖盘
13:37:45,4.8,108,买盘
13:37:57,4.8,500,买盘
13:38:00,4.79,5,卖盘
13:38:03,4.79,2,卖盘
13:38:09,4.79,1,卖盘
13:38:18,4.79,271,卖盘
13:38:21,4.79,18,卖盘
13:38:24,4.79,3,卖盘
13:38:27,4.79,10,卖盘
13:38:30,4.79,1,卖盘
13:38:33,4.79,123,卖盘
13:38:36,4.79,7,卖盘
13:38:39,4.8,108,买盘
13:38:42,4.79,4,卖盘
13:39:00,4.79,15,卖盘
13:39:03,4.79,1,卖盘
13:39:09,4.8,50,买盘
13:39:18,4.79,12,卖盘
13:39:21,4.79,14,卖盘
13:39:24,4.79,1,卖盘
13:39:27,4.79,685,卖盘
13:39:30,4.79,22,卖盘
13:39:33,4.79,28,卖盘
13:39:36,4.79,5,卖盘
13:39:39,4.79,16,卖盘
13:39:42,4.79,3,卖盘
13:39:45,4.79,20,卖盘
13:39:48,4.79,22,卖盘
13:39:51,4.79,583,卖盘
13:39:54,4.79,455,卖盘
13:39:57,4.79,128,卖盘
13:40:00,4.79,40,卖盘
13:40:03,4.79,11,卖盘
13:40:06,4.79,61,卖盘
13:40:09,4.79,15,卖盘
13:40:12,4.78,274,卖盘
13:40:15,4.78,9,卖盘
13:40:18,4.79,15,买盘
13:40:21,4.78,4,卖盘
13:40:24,4.78,3,卖盘
13:40:27,4.78,20,卖盘
13:40:30,4.78,17,卖盘
13:40:33,4.78,34,卖盘
13:40:42,4.78,110,卖盘
13:40:45,4.79,1090,买盘
13:40:48,4.78,72,卖盘
13:40:54,4.78,4,卖盘
13:40:57,4.79,10,买盘
13:41:00,4.78,95,卖盘
13:41:03,4.78,52,卖盘
13:41:24,4.79,6,买盘
13:41:39,4.78,6,卖盘
13:41:45,4.78,4,卖盘
13:41:48,4.78,8,卖盘
13:41:51,4.78,1,卖盘
13:41:57,4.79,2,买盘
13:42:12,4.79,15,买盘
13:42:15,4.79,24,买盘
13:42:18,4.79,5,买盘
13:42:21,4.79,2,买盘
13:42:27,4.78,24,卖盘
13:42:30,4.78,13,卖盘
13:42:33,4.78,94,卖盘
13:42:36,4.79,60,买盘
13:42:39,4.78,91,卖盘
13:42:42,4.78,10,卖盘
13:42:45,4.79,10,买盘
13:42:48,4.78,13,卖盘
13:42:54,4.78,100,卖盘
13:42:57,4.78,2,卖盘
13:43:03,4.79,5,买盘
13:43:06,4.78,2,卖盘
13:43:15,4.78,10,卖盘
13:43:18,4.78,33,卖盘
13:43:21,4.78,18,卖盘
13:43:24,4.79,326,买盘
13:43:27,4.79,51,买盘
13:43:30,4.78,22,卖盘
13:43:33,4.78,28,卖盘
13:43:36,4.78,80,卖盘
13:43:39,4.78,703,卖盘
13:43:42,4.77,136,卖盘
13:43:45,4.78,15,买盘
13:43:48,4.78,643,买盘
13:43:51,4.78,692,买盘
13:43:57,4.78,18,买盘
13:44:00,4.77,116,卖盘
13:44:03,4.76,463,卖盘
13:44:06,4.77,58,卖盘
13:44:12,4.76,1129,卖盘
13:44:15,4.75,306,卖盘
13:44:21,4.76,4,卖盘
13:44:24,4.76,50,卖盘
13:44:27,4.76,8,卖盘
13:44:33,4.76,5,卖盘
13:44:36,4.76,10,卖盘
13:44:45,4.77,8,买盘
13:44:48,4.77,90,买盘
13:44:51,4.77,6,卖盘
13:45:00,4.77,2,卖盘
13:45:03,4.77,1,卖盘
13:45:06,4.77,69,卖盘
13:45:09,4.77,3,卖盘
13:45:15,4.77,2,卖盘
13:45:18,4.78,62,买盘
13:45:21,4.78,84,买盘
13:45:24,4.78,13,买盘
13:45:27,4.77,1,卖盘
13:45:30,4.77,9,卖盘
13:45:33,4.77,1,卖盘
13:45:39,4.78,216,买盘
13:45:42,4.78,126,卖盘
13:45:45,4.78,41,买盘
13:45:48,4.78,34,买盘
13:45:51,4.77,11,卖盘
13:45:54,4.78,3,买盘
13:45:57,4.78,8,卖盘
13:46:00,4.78,14,卖盘
13:46:03,4.78,6,卖盘
13:46:06,4.78,20,买盘
13:46:12,4.77,2,卖盘
13:46:18,4.78,3,买盘
13:46:21,4.77,10,卖盘
13:46:33,4.78,62,买盘
13:46:36,4.78,50,买盘
13:46:48,4.78,209,买盘
13:46:57,4.78,38,买盘
13:47:03,4.78,80,买盘
13:47:06,4.78,347,买盘
13:47:12,4.77,5,卖盘
13:47:15,4.79,924,买盘
13:47:18,4.78,350,买盘
13:47:21,4.78,139,卖盘
13:47:27,4.79,2,买盘
13:47:30,4.78,83,卖盘
13:47:33,4.79,5,买盘
13:47:45,4.79,17,买盘
13:47:48,4.79,29,买盘
13:47:51,4.79,249,买盘
13:47:54,4.79,33,买盘
13:47:57,4.79,12,买盘
13:48:03,4.79,40,买盘
13:48:06,4.78,243,卖盘
13:48:09,4.79,1,买盘
13:48:15,4.8,1,买盘
13:48:18,4.8,10,买盘
13:48:21,4.8,5,买盘
13:48:24,4.8,70,买盘
13:48:27,4.8,27,买盘
13:48:33,4.8,49,买盘
13:48:39,4.8,159,买盘
13:48:48,4.8,3,卖盘
13:48:54,4.81,10,买盘
13:48:57,4.81,61,买盘
13:49:00,4.81,2,买盘
13:49:03,4.81,2,买盘
13:49:06,4.81,268,买盘
13:49:09,4.81,48,卖盘
13:49:15,4.81,289,买盘
13:49:18,4.81,30,买盘
13:49:21,4.81,23,买盘
13:49:27,4.81,67,买盘
13:49:30,4.81,89,买盘
13:49:33,4.81,5,买盘
13:49:36,4.81,320,买盘
13:49:39,4.81,19,买盘
13:49:42,4.81,8,买盘
13:49:45,4.81,7,买盘
13:49:48,4.81,2,买盘
13:49:51,4.81,1,买盘
13:50:00,4.81,1,买盘
13:50:12,4.81,2,买盘
13:50:18,4.8,528,卖盘
13:50:21,4.79,52,卖盘
13:50:27,4.79,1,卖盘
13:50:30,4.79,1,卖盘
13:50:36,4.8,190,买盘
13:50:45,4.8,25,买盘
13:50:51,4.8,44,买盘
13:50:54,4.8,15,买盘
13:50:57,4.8,35,买盘
13:51:00,4.8,33,买盘
13:51:03,4.8,29,买盘
13:51:06,4.79,1,卖盘
13:51:09,4.79,36,卖盘
13:51:27,4.79,2,卖盘
13:51:30,4.8,50,买盘
13:51:33,4.79,1,卖盘
13:51:36,4.79,22,卖盘
13:51:39,4.79,16,卖盘
13:51:42,4.79,199,卖盘
13:51:45,4.8,34,买盘
13:51:48,4.79,5,卖盘
13:51:51,4.79,16,卖盘
13:51:54,4.8,15,买盘
13:52:00,4.79,4,卖盘
13:52:03,4.79,5,卖盘
13:52:18,4.79,1,卖盘
13:52:21,4.8,4,买盘
13:52:33,4.79,1,卖盘
13:52:39,4.79,2,卖盘
13:52:42,4.79,130,卖盘
13:52:45,4.79,30,买盘
13:53:03,4.79,32,买盘
13:53:12,4.78,22,卖盘
13:53:15,4.78,76,卖盘
13:53:18,4.78,70,卖盘
13:53:21,4.78,11,卖盘
13:53:30,4.78,13,卖盘
13:53:54,4.79,1,买盘
13:54:03,4.79,166,买盘
13:54:06,4.79,119,买盘
13:54:12,4.79,369,买盘
13:54:15,4.79,123,买盘
13:54:18,4.79,147,买盘
13:54:21,4.79,6,买盘
13:54:24,4.79,55,买盘
13:54:27,4.79,38,买盘
13:54:30,4.78,123,卖盘
13:54:42,4.79,3,买盘
13:54:45,4.79,10,卖盘
13:54:48,4.79,1,卖盘
13:54:51,4.79,19,卖盘
13:54:54,4.79,1,卖盘
13:54:57,4.79,3,卖盘
13:55:00,4.79,5,卖盘
13:55:03,4.79,2,卖盘
13:55:06,4.8,1,买盘
13:55:09,4.8,100,买盘
13:55:12,4.8,19,买盘
13:55:24,4.8,20,买盘
13:55:27,4.8,6,买盘
13:55:36,4.8,23,买盘
13:55:39,4.79,10,卖盘
13:55:42,4.8,5,买盘
13:55:45,4.79,5,卖盘
13:55:48,4.8,47,买盘
13:55:51,4.8,40,买盘
13:55:57,4.8,10,买盘
13:56:00,4.8,3,买盘
13:56:06,4.79,20,卖盘
13:56:09,4.79,40,卖盘
13:56:12,4.79,63,卖盘
13:56:15,4.79,123,卖盘
13:56:18,4.79,17,卖盘
13:56:21,4.79,57,卖盘
13:56:24,4.79,8,卖盘
13:56:27,4.79,14,卖盘
13:56:30,4.79,12,卖盘
13:56:33,4.79,12,卖盘
13:56:39,4.79,12,卖盘
13:56:42,4.79,8,卖盘
13:56:54,4.8,5,买盘
13:56:57,4.8,7,买盘
13:57:00,4.8,10,买盘
13:57:03,4.8,25,买盘
13:57:09,4.8,41,买盘
13:57:18,4.8,20,买盘
13:57:24,4.8,5,买盘
13:57:30,4.8,10,买盘
13:57:36,4.8,6,买盘
13:57:39,4.8,13,买盘
13:57:42,4.79,20,卖盘
13:57:45,4.79,31,卖盘
13:57:48,4.79,3,卖盘
13:57:51,4.8,95,买盘
13:58:06,4.8,50,买盘
13:58:09,4.8,30,买盘
13:58:15,4.8,21,买盘
13:58:27,4.79,1,卖盘
13:58:30,4.8,5,买盘
13:58:36,4.79,190,卖盘
13:58:39,4.8,26,买盘
13:58:42,4.8,2,买盘
13:58:48,4.79,32,卖盘
13:58:54,4.79,3,卖盘
13:58:57,4.79,209,卖盘
13:59:03,4.79,1,卖盘
13:59:21,4.8,2,买盘
13:59:24,4.79,95,卖盘
13:59:27,4.8,30,买盘
13:59:30,4.8,203,买盘
13:59:33,4.79,10,卖盘
13:59:36,4.79,103,卖盘
13:59:39,4.8,34,买盘
13:59:42,4.8,2,买盘
13:59:45,4.79,4,卖盘
13:59:54,4.8,6,买盘
14:00:00,4.8,220,买盘
14:00:03,4.8,24,买盘
14:00:06,4.8,18,卖盘
14:00:12,4.8,22,卖盘
14:00:15,4.8,39,买盘
14:00:21,4.8,22,买盘
14:00:24,4.79,63,卖盘
14:00:27,4.8,4,买盘
14:00:30,4.8,20,买盘
14:00:33,4.79,51,卖盘
14:00:45,4.79,38,卖盘
14:00:48,4.79,26,卖盘
14:00:51,4.8,57,买盘
14:00:57,4.8,10,买盘
14:01:00,4.8,19,买盘
14:01:03,4.79,8,卖盘
14:01:06,4.79,2,卖盘
14:01:09,4.79,1,卖盘
14:01:12,4.8,8,买盘
14:01:15,4.79,135,卖盘
14:01:18,4.79,24,卖盘
14:01:21,4.79,467,卖盘
14:01:24,4.79,358,卖盘
14:01:36,4.78,74,卖盘
14:01:42,4.79,252,买盘
14:01:48,4.79,30,买盘
14:02:21,4.79,6,买盘
14:02:24,4.79,54,买盘
14:02:30,4.78,5,卖盘
14:03:00,4.78,23,卖盘
14:03:12,4.78,13,卖盘
14:03:18,4.78,7,卖盘
14:03:24,4.79,9,买盘
14:03:33,4.79,50,买盘
14:03:36,4.79,20,买盘
14:03:39,4.79,5,买盘
14:03:48,4.79,22,买盘
14:03:51,4.78,4,卖盘
14:03:54,4.78,125,卖盘
14:03:57,4.78,30,卖盘
14:04:00,4.78,1,卖盘
14:04:03,4.78,3,卖盘
14:04:06,4.78,85,卖盘
14:04:09,4.78,249,卖盘
14:04:12,4.78,1,卖盘
14:04:15,4.78,7,卖盘
14:04:18,4.78,100,卖盘
14:04:21,4.78,201,卖盘
14:04:24,4.78,68,卖盘
14:04:30,4.79,10,买盘
14:04:33,4.79,5,买盘
14:04:36,4.79,17,买盘
14:04:39,4.79,5,买盘
